[Produit] EAN	[Produit] Secteur	[Produit] Nomenclature
3560071153243	PRODUITS FRAIS	Plats cuisinés surgelés - a base de viande
3560071181345	EPICERIE	Chocolat tablette - noirs
3560071181376	EPICERIE	Chocolat tablette - noirs
3560071181437	PRODUITS FRAIS	Crèmes fraiches epaisses
3560071181468	PRODUITS FRAIS	Corps gras a tartiner
3560071181512	PRODUITS FRAIS	Foie gras
3560071181529	PRODUITS FRAIS	Foie gras
3560071181581	EPICERIE	Mayonnaise
3560071181826	PRODUITS FRAIS	Autres produits traiteur frais
3560071181857	PRODUITS FRAIS	Autres produits traiteur frais
3560071182090	PRODUITS FRAIS	Desserts - Mousses
3560071182106	PRODUITS FRAIS	Liégeois
3560071182113	PRODUITS FRAIS	Liégeois
3560071182120	PRODUITS FRAIS	Desserts - Mousses
3560071153939	EPICERIE	Bonbons gélifiés
3560071153960	PRODUITS FRAIS	Pates à tarte fraiches
3560071153977	EPICERIE	Barres chocolatees
3560071154004	EPICERIE	Barres chocolatees
3560071154042	PRODUITS FRAIS	Yaourts sante et biologique aux fruits
3560071154059	PRODUITS FRAIS	Yaourts sante et biologique aux fruits
3560071154066	PRODUITS FRAIS	Yaourts sante et biologique aux fruits
3560071182243	LIQUIDES	Jus de fruits frais et légumes - Pur jus
3560071182267	LIQUIDES	Jus de fruits frais et légumes - Pur jus
3560071154165	PRODUITS FRAIS	Patisseries et tartes surgelées
3560071154288	PRODUITS FRAIS	Poitrine de porc
3560071154295	PRODUITS FRAIS	Poitrine de porc
3560071182465	LIQUIDES	Jus d'orange bio
3560071182472	LIQUIDES	Jus d'autres fruits bio
3560071182489	LIQUIDES	Jus de raison bio
3560071182649	PRODUITS FRAIS	Riz et semoule
3560071182656	PRODUITS FRAIS	Riz et semoule
3560071182663	PRODUITS FRAIS	Crèmes dessert
3560071154325	PRODUITS FRAIS	Libre service - Produits carnes prepares
3560071154356	PRODUITS FRAIS	Libre service - Produits carnes prepares
3560071183028	PRODUITS FRAIS	Autres produits traiteur frais
3560071183059	PRODUITS FRAIS	Autres produits traiteur frais
3560071183103	PRODUITS FRAIS	Autres produits traiteur frais
3560071183141	PRODUITS FRAIS	Autres produits traiteur frais
3560071183172	PRODUITS FRAIS	Autres produits traiteur frais
3560071154714	EPICERIE	Barres céréalières
3560071184124	EPICERIE	Biscuits sucrés Secs
3560071184155	PRODUITS FRAIS	Yaourts sante et biologique aromatisé
3560071184162	PRODUITS FRAIS	Yaourts aromatises
3560071184179	PRODUITS FRAIS	Yaourts aux fruits
3560071184186	EPICERIE	Biscuits sucrés Secs
3560071184216	EPICERIE	Biscuits sucrés Secs
3560071184360	EPICERIE	Lapin
3560071154745	EPICERIE	Barres céréalières
3560071154790	EPICERIE	Snacks: Produits souffles et extrudes
3560071184483	LIQUIDES	Purs Jus de Fruits - Autres
3560071154820	EPICERIE	Mueslis
3560071154875	EPICERIE	Mueslis
3560071154905	PRODUITS FRAIS	Entrées exotiques
3560071185008	EPICERIE	Autres produits patisserie
3560071185657	EPICERIE	Chocolat tablette - noirs
3560071186289	PRODUITS FRAIS	Spécialités festives (Bûches - Bûchettes...)
3560071186296	PRODUITS FRAIS	Spécialités festives (Bûches - Bûchettes...)
3560071186302	PRODUITS FRAIS	Spécialités festives (Bûches - Bûchettes...)
3560071186364	PRODUITS FRAIS	Yaourts a boire
3560071186487	EPICERIE	Biscuits sucrés Secs
3560071186685	PRODUITS FRAIS	Pates fourrees
3560071187033	PRODUITS FRAIS	Préparation pommes de terres
3560071187385	PRODUITS FRAIS	Autres produits preparés
3560071187958	EPICERIE	Biscuits sucrés Secs
3560071187989	EPICERIE	Biscuits sucrés Secs
3560071188207	EPICERIE	Sucres
3560071188399	PRODUITS FRAIS	Légumes verts surgelés
3560071188405	PRODUITS FRAIS	Spécialités festives (Bûches - Bûchettes...)
3560071188412	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3560071189129	EPICERIE	Biscuits sucrés Au chocolat
3560071189211	EPICERIE	Biscuits sucrés Secs
3560071189327	LIQUIDES	Jus de fruits frais et légumes - Pur jus
3560071189495	LIQUIDES	Bières Blondes
3560071189532	LIQUIDES	Bières Blondes
3560071189556	LIQUIDES	Bières Blondes
3560071189648	LIQUIDES	Bières Spécialité
3560071189730	LIQUIDES	Bières Spéciales
3560071189761	LIQUIDES	Bières Spéciales
3560071189808	LIQUIDES	Bières Spéciales
3560071189815	LIQUIDES	Bières Spéciales
3560071156763	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071189983	PRODUITS FRAIS	Préparation pommes de terres
3560071190149	LIQUIDES	Jus de pomme bio
3560071156770	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071156787	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071156794	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071156800	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071190521	PRODUITS FRAIS	Bœuf haché / Préparation / Découpe
3560071156817	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071156824	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071156831	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071156848	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071156855	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071156862	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071190903	PRODUITS FRAIS	Saumon fumés
3560071190934	PRODUITS FRAIS	Saumon fumés
3560071190965	EPICERIE	Autres céréales
3560071156947	EPICERIE	Biscuits sucrés Cookies
3560071156978	EPICERIE	Biscuits sucrés Cookies
3560071191306	PRODUITS FRAIS	Pizzas
3560071191573	EPICERIE	Biscuits sucrés - Assortiments
3560071191641	EPICERIE	Conserves de Maquereaux
3560071191726	PRODUITS FRAIS	Plat cuis./prépar.pate légume
3560071191733	PRODUITS FRAIS	Plat cuis./prépar.pate légume
3560071191740	PRODUITS FRAIS	Plat cuis./prépar.pate légume
3560071191757	PRODUITS FRAIS	Plat cuis./prépar.pate légume
3560071191931	LIQUIDES	Bières Spécialité
3560071191962	PRODUITS FRAIS	Autres produits preparés
3560071191979	EPICERIE	Biscuits sucrés Au chocolat
3560071192105	EPICERIE	Chocolat tablette - noirs
3560071157586	PRODUITS FRAIS	Plats cuisinés surgelés - a base de pates
3560071157593	PRODUITS FRAIS	Plats cuisinés surgelés - a base de pates
3560071192853	PRODUITS FRAIS	Mélanges de legumes/garniture surgelés
3560071157722	PRODUITS FRAIS	Surimi
3560071158583	LIQUIDES	Autres boissons non-gazeifiees Au thé
3560071158590	LIQUIDES	Autres boissons non-gazeifiees Au thé
3560071193195	EPICERIE	Sels
3560071193423	EPICERIE	Biscuits sucrés Secs
3560071193560	PRODUITS FRAIS	Desserts - Mousses
3560071193676	PRODUITS FRAIS	Pains de mie élaboré
3560071193768	PRODUITS FRAIS	Jambons cuits
3560071193775	PRODUITS FRAIS	Jambons cuits
3560071159443	EPICERIE	Olives vertes
3560071159474	EPICERIE	Olives farcies
3560071159504	EPICERIE	Olives farcies
3560071159535	PRODUITS FRAIS	Plats cuisinés surgelés - a base de pates
3560071160067	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071195434	EPICERIE	Noix de cajou
3560071161507	PRODUITS FRAIS	Pates à tarte fraiches
3560071161514	PRODUITS FRAIS	Pates à tarte fraiches
3560071195670	PRODUITS FRAIS	Autre Charcuterie à cuire
3560071162399	LIQUIDES	Nectars - Autres fruits
3560071162931	EPICERIE	Olives farcies
3560071196233	EPICERIE	Chocolat tablette - noirs
3560071163037	PRODUITS FRAIS	Autres legumes surgelés
3560071163310	EPICERIE	Vinaigrette
3560071163327	EPICERIE	Vinaigrette
3560071163358	EPICERIE	Bonbons durs aux fruits
3560071163655	LIQUIDES	Autres boissons gazéifiées
3560071197094	PRODUITS FRAIS	Bacs Sorbets
3560071164386	EPICERIE	Bonbons gélifiés
3560071164393	EPICERIE	Bonbons gélifiés
3560071164409	EPICERIE	Bonbons fourres
3560071197704	PRODUITS FRAIS	Bacs Sorbets
3560071164652	PRODUITS FRAIS	Pizzas surgelées - Standard
3560071164669	EPICERIE	Infusions classiques
3560071165604	EPICERIE	Riz blanchis
3560071165611	EPICERIE	Riz blanchis
3560071165628	EPICERIE	Riz blanchis
3560071165635	EPICERIE	Riz Spécialités
3560071165710	EPICERIE	Riz Spécialités
3560071168445	PRODUITS FRAIS	Plats cuisinés surgelés - a base de viande
3560071168520	PRODUITS FRAIS	Pain de mie standard
3560071168537	PRODUITS FRAIS	Pain de mie standard
3560071198763	EPICERIE	Conserves de Flageolets
3560071168575	PRODUITS FRAIS	Surimi
3560071168773	PRODUITS FRAIS	Glaces Batonnets
3560071168780	PRODUITS FRAIS	Glaces Batonnets
3560071168964	EPICERIE	Blé / Quinoa / Autres céréales
3560071168971	EPICERIE	Blé / Quinoa / Autres céréales
3560071169145	PRODUITS FRAIS	Pizzas
3560071169190	PRODUITS FRAIS	Pates fourrees
3560071169213	PRODUITS FRAIS	Autres produits de panification
3560071169275	PRODUITS FRAIS	Libre service - Poulets
3560071169381	PRODUITS FRAIS	Bacs Crèmes Glacées
3560071169442	PRODUITS FRAIS	Glaces Batonnets
3560071169473	PRODUITS FRAIS	Glaces Batonnets
3560071169503	PRODUITS FRAIS	Bacs Crèmes Glacées
3560071169534	PRODUITS FRAIS	Bacs Crèmes Glacées
3560071169602	PRODUITS FRAIS	Plat cuis./préparé avec viande
3560071169619	PRODUITS FRAIS	Autres produits preparés
3560071169626	PRODUITS FRAIS	Autres produits preparés
3560071169633	PRODUITS FRAIS	Autres produits preparés
3560071170134	PRODUITS FRAIS	Bacs Crèmes Glacées
3560071170165	PRODUITS FRAIS	Glaces Cones et cornets
3560071170196	PRODUITS FRAIS	Glaces Batonnets
3560071170226	PRODUITS FRAIS	Glaces Batonnets
3560071170257	PRODUITS FRAIS	Glaces Batonnets
3560071170424	EPICERIE	Agglomerante
3560071170431	PRODUITS FRAIS	Bacs Crèmes Glacées
3560071170462	PRODUITS FRAIS	Glaces Batonnets
3560071170493	PRODUITS FRAIS	Glaces Cones et cornets
3560071170547	LIQUIDES	Bières Panaches
3560071170820	LIQUIDES	Autres boissons non-gazeifiees Au thé
3560071170851	LIQUIDES	Autres boissons non-gazeifiees Au thé
3560071170950	LIQUIDES	Jus d'ananas à base de concentré
3560071171001	PRODUITS FRAIS	Goûter enfant
3560071171018	EPICERIE	Conserves de Peches
3560071171056	EPICERIE	Conserves de Fruits melanges
3560071171087	EPICERIE	Conserves de Fruits melanges
3560071171117	EPICERIE	Conserves de Fruits melanges
3560071208370	EPICERIE	Confiserie et chocolats noel
3560071208400	EPICERIE	Confiserie et chocolats noel
3560071208462	EPICERIE	Confiserie et chocolats noel
3560071208516	EPICERIE	Confiserie et chocolats noel
3560071171148	EPICERIE	Conserves de Fruits melanges
3560071171230	EPICERIE	,Chocolat tablette - amande,,noisette,,riz,
3560071171247	EPICERIE	,Chocolat tablette - amande,,noisette,,riz,
3560071171292	EPICERIE	Conserves de Fruits melanges
3560071171353	EPICERIE	Pâtes alimentaires sèches Spécialités
3560071171384	EPICERIE	Pâtes alimentaires sèches Spécialités
3560071171414	LIQUIDES	Jus multifruits à base de concentré
3560071171568	PRODUITS FRAIS	Plat cuis./prépar.avec poisson
3560071171575	PRODUITS FRAIS	Plat cuis./prépar.pate légume
3560071171674	PRODUITS FRAIS	Libre service - Poulets
3560071171704	PRODUITS FRAIS	Libre service - Poulets
3560071171735	PRODUITS FRAIS	Libre service - Poulets
3560071172114	PRODUITS FRAIS	Autres fruits de mer/preparés surgelés
3560071172121	PRODUITS FRAIS	Autres fruits de mer/preparés surgelés
3560071172145	PRODUITS FRAIS	Poissons surgelés nature tranche/morceau
3560071172206	PRODUITS FRAIS	Plat cuis./préparé avec viande
3560071172213	LIQUIDES	Ready to drink - A base de vin
3560071172275	EPICERIE	Conserves de Petits pois
3560071172305	EPICERIE	Pates à tartiner chocolat
3560071172480	PRODUITS FRAIS	Bœuf haché / Préparation / Découpe
3560071173142	EPICERIE	Infusions classiques
3560071174576	EPICERIE	Farine blanche
3560071174613	PRODUITS FRAIS	Corps gras de cuisine
3560071174644	PRODUITS FRAIS	Corps gras a tartiner
3560071174859	LIQUIDES	Boissons colas - Colas
3560071174866	LIQUIDES	Boissons colas - Colas
3560071174873	LIQUIDES	Sirops concentrés - Conc. d agrumes
3560071174903	EPICERIE	Potages liquides
3560071174934	EPICERIE	Potages deshydrates
3560071174965	EPICERIE	Potages deshydrates
3560071175085	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071175115	PRODUITS FRAIS	Crèmes fraiches epaisses
3560071175184	PRODUITS FRAIS	Poitrine de porc
3560071175191	PRODUITS FRAIS	Poitrine de porc
3560071175344	PRODUITS FRAIS	Libre service - Produits carnes prepares
3560071175481	EPICERIE	Conserves d'Ananas
3560071175542	EPICERIE	Conserves de Thon
3560071175573	EPICERIE	Conserves de Thon
3560071175603	EPICERIE	Conserves de Thon
3560071175634	EPICERIE	Conserves de Thon
3560071175665	EPICERIE	Conserves de Thon
3560071175696	EPICERIE	Conserves de Thon
3560071176259	EPICERIE	Conserves Poivrons
3560071176266	PRODUITS FRAIS	Autres legumes surgelés
3560071176297	PRODUITS FRAIS	Légumes verts surgelés
3560071176334	PRODUITS FRAIS	Légumes verts surgelés
3560071176365	PRODUITS FRAIS	Baies et fruits entiers surgelés
3560071176464	PRODUITS FRAIS	Corps gras a tartiner
3560071176495	PRODUITS FRAIS	Corps gras a tartiner
3560071176525	EPICERIE	Conserves d'Ananas
3560071176556	PRODUITS FRAIS	Corps gras a tartiner
3560071176594	PRODUITS FRAIS	Corps gras a tartiner
3560071176648	PRODUITS FRAIS	Frites surgelées
3560071176655	PRODUITS FRAIS	Frites surgelées
3560071177232	PRODUITS FRAIS	Pains précuits
3560071177249	PRODUITS FRAIS	Pains hamburgers et hot-dogs
3609230255104	EPICERIE	Tourterelles
3609230255142	EPICERIE	Canaris
3609230255159	EPICERIE	Oiseau exotique
3609230255173	EPICERIE	Autres oiseaux - bassecour
3609230255180	EPICERIE	Perruche
3609230255197	EPICERIE	Autres rongeurs
3609230255203	EPICERIE	Autres oiseaux - bassecour
3609230255210	EPICERIE	Autres oiseaux - bassecour
3560071177256	PRODUITS FRAIS	Panettone/brioche/prd tranche
3560071177263	PRODUITS FRAIS	Patisseries industrielles - Madeleines
3560071177270	PRODUITS FRAIS	Autres patisseries et gateaux industriels
3560071177287	PRODUITS FRAIS	Autres patisseries et gateaux industriels
3560071177294	EPICERIE	Barres céréalières
3560071177324	EPICERIE	Conserves de Petits pois
3560071177355	EPICERIE	Conserves de Haricots verts
3560071177386	EPICERIE	Conserves de Petits pois carottes
3560071177416	EPICERIE	Conserves de Petits pois
3560071177447	EPICERIE	Conserves de Flageolets
3560071177560	EPICERIE	Conserves de Petits pois
3560071177591	PRODUITS FRAIS	Yaourts a boire
3560071177621	PRODUITS FRAIS	Yaourts a boire
3560071177713	PRODUITS FRAIS	Préparations à tartiner et rillettes
3560071177744	PRODUITS FRAIS	Produits exotiques
3560071177751	PRODUITS FRAIS	Produits exotiques
3560071177768	PRODUITS FRAIS	Produits exotiques
3560071177775	PRODUITS FRAIS	Produits exotiques
3560071177782	PRODUITS FRAIS	Produits exotiques
3560071177799	PRODUITS FRAIS	Produits exotiques
3560071177805	PRODUITS FRAIS	Produits exotiques
3560071177812	PRODUITS FRAIS	Produits exotiques
3560071177829	PRODUITS FRAIS	Produits exotiques
3560071177874	LIQUIDES	Autres boissons non-gazeifiees Au thé
3560071177904	LIQUIDES	Autres boissons non-gazeifiees Au thé
3560071177997	PRODUITS FRAIS	Pizzas
3560071178215	PRODUITS FRAIS	Emmentals blocs
3560071178260	EPICERIE	Biscuits sucrés Au chocolat
3560071178345	PRODUITS FRAIS	Emmentals rapes
3560071178406	PRODUITS FRAIS	Fromages de chevre
3560071178437	PRODUITS FRAIS	Raclette
3560071179298	EPICERIE	Biscuits sucrés Cookies
3560071179328	EPICERIE	Biscuits sucrés Cookies
3560071179380	EPICERIE	Conserves Asperges
5400101007208	PRODUITS FRAIS	Corps gras de cuisine
3560071179410	EPICERIE	Conserves Artichauts
3560071179441	EPICERIE	Conserves Poivrons
3560071179472	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
5400101007802	PRODUITS FRAIS	Pizzas surgelées - Cuite sur pierre
3560071179588	PRODUITS FRAIS	Fromages frais - Féta
3560071179663	PRODUITS FRAIS	Fromage hollandais
3560071180089	PRODUITS FRAIS	,Quiches,, tartes,, tourtes surgelées,
3560071180188	EPICERIE	Pâtes alimentaires prêtes à l'emploi
3560071180218	EPICERIE	Pâtes alimentaires sèches
3560071180249	EPICERIE	Pâtes alimentaires sèches
3560071180270	EPICERIE	Pâtes alimentaires sèches
3560071180690	EPICERIE	Cafés en dosettes
3560071180706	EPICERIE	Cafés en dosettes
3560071180720	EPICERIE	Miels
3560071180737	EPICERIE	Chocolat tablette - fourres
5400101066410	EPICERIE	Cafés en dosettes
5400101066427	EPICERIE	Cafés en dosettes
3560071181062	PRODUITS FRAIS	,Langoustes,, homards,, crabes surgelés,
3560071181192	EPICERIE	Autres chocolats tablettes
5400101155534	EPICERIE	Carottes
5400101155572	EPICERIE	Conserves de Haricots verts
3560071181208	EPICERIE	Chocolat tablette - fourres
3560071181215	EPICERIE	Chocolat tablette - fourres
3560071181222	LIQUIDES	Autres boissons non-gazeifiees Aux fruits
3560071181291	EPICERIE	,Chocolat patissier,,couverture,
3560071181550	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3560071181598	EPICERIE	Sauces froides
3560071181642	PRODUITS FRAIS	,Crevettes,, gambas surgelés,
3560071181666	EPICERIE	Chocolat tablette - fourres
3560071181703	PRODUITS FRAIS	Pizzas
3560071181734	PRODUITS FRAIS	Légumes cuisines/ Purées / Gratins
3560071181864	EPICERIE	Melange de graine
3560071182137	PRODUITS FRAIS	Laits longue conservation aromatisé
3560071182144	PRODUITS FRAIS	Laits longue conservation aromatisé
3560071182151	PRODUITS FRAIS	Laits longue conservation aromatisé
3560071182168	PRODUITS FRAIS	Laits longue conservation aromatisé
3560071182199	PRODUITS FRAIS	Laits longue conservation aromatisé
3560071182205	PRODUITS FRAIS	Laits longue conservation aromatisé
3560071182212	LIQUIDES	Jus de fruits frais et légumes - Pur jus
3560071182229	LIQUIDES	Jus de fruits frais et légumes - Pur jus
3560071182236	LIQUIDES	Jus de fruits frais et légumes - Pur jus
3560071182274	PRODUITS FRAIS	Compotes pommes + fruits
3560071182281	PRODUITS FRAIS	Compotes de pommes
3560071182304	EPICERIE	Biscuits sucrés Secs
3560071182816	EPICERIE	,Aides culinaires,, boillons solides et court bouillon,
3560071182830	EPICERIE	,Aides culinaires,, boillons solides et court bouillon,
3560071182847	EPICERIE	,Aides culinaires,, boillons solides et court bouillon,
3560071182915	EPICERIE	,Aides culinaires,, boillons solides et court bouillon,
3560071183202	PRODUITS FRAIS	Autres produits traiteur frais
3560071183684	EPICERIE	Huiles Olive
3560071183813	PRODUITS FRAIS	Pizzas
3560071183844	PRODUITS FRAIS	Pizzas
3560071183875	PRODUITS FRAIS	Yaourts aromatises
3560071183882	EPICERIE	,Aides culinaires,, boillons solides et court bouillon,
3560071183899	LIQUIDES	Autres whiskies et whiskeys
3560071184438	PRODUITS FRAIS	Poissons surgelés entiers
3560071184445	PRODUITS FRAIS	Calamar/encornet/poulpe/seches surgelés
3560071184599	PRODUITS FRAIS	Fromages blanc nature
3560071184896	PRODUITS FRAIS	Salades
3560071184902	PRODUITS FRAIS	Salades
3560071185398	PRODUITS FRAIS	Yaourts natures
3560071185435	PRODUITS FRAIS	Foie gras
5400101183223	EPICERIE	Conserves de Petits pois
3560071186647	PRODUITS FRAIS	Crevettes
3560071187170	LIQUIDES	Rhums ambres
3560071188177	PRODUITS FRAIS	Crevettes
3560071188283	PRODUITS FRAIS	Yaourts aux fruits
3560071188658	LIQUIDES	Bières Blondes
3560071188689	LIQUIDES	Bières Spécialité
3560071188719	LIQUIDES	Bières Spécialité
3560071188733	LIQUIDES	Bières Spécialité
3560071189310	EPICERIE	Sauces chaudes - pâtes - riz
3560071189341	PRODUITS FRAIS	Entrées exotiques
3560071189358	PRODUITS FRAIS	Entrées exotiques
3560071189365	PRODUITS FRAIS	Entrées exotiques
3560071189372	PRODUITS FRAIS	Entrées exotiques
