Nr	Namn	Postadress	Kommun	Län	Kategori	Övrig verksamhet	Djurslag	Kontrollerande myndighet	lat	lng
6663	Nordic Kings Supplements	Missionsvägen 4, 269 72 FÖRSLÖV	HELSINGBORG	SKÅNE LÄN	PP(mp)	\N	\N	Livsmedelsverket	56.3474209	12.8086032
6665	HPP Nordic	c/o Olavia AB, Box 85, 261 22 Landskrona	LANDSKRONA	SKÅNE LÄN	MP PP(mp) PP	VI-PP(mp) VIII-PP V-MP	\N	Livsmedelsverket	55.8653198	12.8658539
6667	Saltharsfjärdens Fisk & Rökeri	Havsvägen 38, 817 30 NORRSUNDET	GÄVLE	GÄVLEBORG	FFPP PP	\N	\N	Livsmedelsverket	60.9286344	17.1567642
6668	Holmdrop\'s Laxrökeri	Box 79, 239 30 SKANÖR	VELLINGE	SKÅNE LÄN	PP	\N	\N	Livsmedelsverket	55.4100741	12.8520369
6671	Vadstena Fisk	Åbylund Säteri 109, 592 92 VADSTENA	VADSTENA	ÖSTERGÖTLAND	FFPP	\N	\N	Livsmedelsverket	58.4037172	14.8635959
6672	Sandquists Fisk	Båtvägen 14, 645 97 STALLARHOLMEN	STRÄNGNÄS	SÖDERMANLAND	FFPP PP	\N	\N	Livsmedelsverket	59.3624241	17.2586739
6674	Natumin Pharma AB	Snickaregatan 10, 566 33 HABO	HABO	JÖNKÖPING	PP	\N	\N	Livsmedelsverket	57.9001397	14.1044182
6679	Torkanläggning	Box 9, 980 13 Lannavaara	KIRUNA	NORRBOTTEN	PP(mp)	\N	\N	Livsmedelsverket	68.047665	21.9722275
6681	Krydda	Östra Ringgatan 32, 749 35 ENKÖPING	ENKÖPING	UPPSALA	PP(mp) PP	VIII-PP VI-PP(mp)	\N	Livsmedelsverket	59.633122	17.0798973
6682	Lill-Stinas Café och Agnes Gårdsmejeri	Strönhult 2115, 283 94 LÖNSBODA	OSBY	SKÅNE LÄN	PP	\N	B	Livsmedelsverket	56.335522	14.3367525
6683	Ullberga Gårdsmejeri	Ullberga Gårdshuset 1, 611 94 Nyköping	NYKÖPING	SÖDERMANLAND	PP	\N	B	Livsmedelsverket	58.8346419	16.9151006
6684	IEC Sweden AB	Rörviksvägen 10 A, 451 77 Uddevalla	ORUST	VÄSTRA GÖTALANDS LÄN	RW	\N	\N	Livsmedelsverket	58.3326722	11.8511555
6685	Unilever Produktion AB	Box 207, 642 22 FLEN	FLEN	SÖDERMANLAND	PP	\N	B	Livsmedelsverket	59.0579376	16.5879122
6686	Gotlands korvfabrik	Sockerbruket Roma, Visbyvägen 10, 622 54 ROMAKLOSTER	GOTLAND	GOTLAND	CP MP PP(mp)	V-MP VI-PP(mp) I-CP	O	Livsmedelsverket	57.5066007	18.451923
6687	BQ Food & konsult	Skåäng Lillgården, 619 94 VAGNHÄRAD	TROSA	SÖDERMANLAND	MP PP(mp)	VI-PP(mp) V-MP	\N	Livsmedelsverket	58.961771	17.4294318
6695	Ramöns Fisk	Gruvvägen 8, 896 32 HUSUM	ÖRNSKÖLDSVIK	VÄSTERNORRLAND	FFPP PP	CS(kf) CS(i)	\N	Livsmedelsverket	63.3291133	19.1461621
6696	Väst grillen AB	Scheelegatan 25, 212 28 MALMÖ	MALMÖ	SKÅNE LÄN	MP	\N	\N	Livsmedelsverket	55.5951915	13.0362697
6698	Gelato	Fäladsvägen 4K Lgh1102, 29537 Bromölla	TOMELILLA	SKÅNE LÄN	PP	\N	B	Livsmedelsverket	56.077461	14.4891559
6701	Götene Kyllager Annexet	Järnvägsgatan 24, 533 30 GÖTENE	GÖTENE	VÄSTRA GÖTALANDS LÄN	CS(k)	\N	\N	Livsmedelsverket	58.5180509	13.4889616
6702	Mirasim anläggning	Industrivägen 4, 642 34 FLEN	FLEN	SÖDERMANLAND	PP PP(p)	\N	B	Livsmedelsverket	59.0507867	16.6023313
F003	Ingelsta Kalkon AB	Brukstorp, 273 94 Tomelilla	TOMELILLA	SKÅNE LÄN	SH CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) II-SH II-CP	A	Livsmedelsverket	55.552394	14.080207
F009	Adelsåsen Produktion AB	Adelsåsen 1, 534 93 Stora Levene	VARA	VÄSTRA GÖTALANDS LÄN	SH CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) II-SH II-CP	A	Livsmedelsverket	58.3294358	12.9331845
F010	Mowitz Fjäderfäslakteri	Anders Movitz, Box 6053, 461 06 Trollhättan	LILLA EDET	VÄSTRA GÖTALANDS LÄN	SH CP PP(mp)	VI-PP(mp) II-SH II-CP	A	Livsmedelsverket	58.2834894	12.2858206
F021	Varmlösa Allfågel AB F21	Varmlösa 519, 274 62 Rydsgård	SKURUP	SKÅNE LÄN	SH CP GHE MM	IV-CP IV-GHE V-MM CS(kf) II-SH II-CP	A wA	Livsmedelsverket	55.4719202	13.6318309
F022	Torsåsens Fågelprodukter AB	Torsåsen 103, 311 91 Falkenberg	FALKENBERG	HALLAND	SH CP MP MSM	V-MP V-MSM II-SH II-CP	A	Livsmedelsverket	56.925754	12.3912058
F023	Kärra Gårdsslakteri	Helsingborgsvägen 548, 262 96 ÄNGELHOLM	ÄNGELHOLM	SKÅNE LÄN	SH CP PP(mp)	VI-PP(mp) II-SH II-CP	A	Livsmedelsverket	56.1871977	12.8463776
F025	Bjärefågel i Torekow AB	Slättarödsvägen 225, 269 95 Båstad	BÅSTAD	SKÅNE LÄN	SH CP MP MSM PP(mp)	V-MP V-MSM VI-PP(mp) CS(kf) II-SH II-CP	A	Livsmedelsverket	56.4132641	12.6600181
F026	Knäreds Kyckling AB	Lagavägen 26, 312 51 Knäred	LAHOLM	HALLAND	SH CP MP MM	V-MP V-MM II-SH II-CP	A	Livsmedelsverket	56.5186067	13.3026107
F029	Atria Sverige AB	Furumovägen 110, 294 76 Sölvesborg	SÖLVESBORG	BLEKINGE	SH CP MP MM MSM	V-MP V-MM V-MSM CS(kf) II-SH II-CP	A	Livsmedelsverket	56.1063292	14.6827172
F035	Guldfågeln AB	Box 98, 386 02 Mörbylånga	MÖRBYLÅNGA	KALMAR	SH CP MP MM MSM PP(mp)	V-MP V-MM V-MSM VI-PP(mp) II-SH II-CP	A	Livsmedelsverket	56.511602	16.3896054
F036	Nya Lantfågel på Österlen AB	Branteviksvägen 9, 272 37 Simrishamn	SIMRISHAMN	SKÅNE LÄN	SH CP MP MM PP(mp)	V-MP V-MM VI-PP(mp) II-SH II-CP	A	Livsmedelsverket	55.5516332	14.3575831
F038	Kronfågel AB	Åsen 2, 641 62 Valla	KATRINEHOLM	SÖDERMANLAND	SH CP MP MM MSM	V-MP V-MM V-MSM CS(kf) II-SH II-CP	A	Livsmedelsverket	59.0205815	16.3307978
F045	Hagby Gårds fågel AB	Slakterigatan 6, 721 31 Västerås	VÄSTERÅS	VÄSTMANLAND	SH CP MP MM PP(mp)	III-SH IV-CP V-MP V-MM VI-PP(mp) II-SH II-CP	wA A wU	Livsmedelsverket	59.5928112	16.5123757
F046	Viking Fågel	c/o Björn Olsson, Berchshillsvägen 152, 266 91 Össjö	ÖRKELLJUNGA	SKÅNE LÄN	SH CP MP MM	V-MP V-MM II-SH II-CP	A	Livsmedelsverket	56.2214313	13.004157
SE001	DAVA Foods Sweden AB	Box 333, 532 24 Skara	SKARA	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.3860128	13.4393281
SE004	Björkbackens Ägg	c/o Mats Grünerwald, Östra Bravikenvägen 10 , 616 90 Åby	NORRKÖPING	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	58.6438033	16.233315
SE007	Kronägg AB	Kronvägen 3, 284 33 Perstorp	PERSTORP	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	56.1375705	13.3651125
SE008	Norrlandsägg AB	Valne 235, 835 95 NÄLDEN	KROKOM	JÄMTLAND	EPC	\N	\N	Livsmedelsverket	63.35714	14.1305946
SE012	KG:s Ägg AB	Finnögatan 7, 582 78 Linköping	LINKÖPING	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	58.4202167	15.6734919
SE016	Gotlandsägg AB	Stenkyrka Stenstugu 155, 624 42 Tingstäde	GOTLAND	GOTLAND	EPC	\N	\N	Livsmedelsverket	57.8045616	18.5226881
SE018	Bröttjestads Hönsgård	Bröttjestad Norregård 4, 333 74 BREDARYD	VÄRNAMO	JÖNKÖPING	EPC	\N	\N	Livsmedelsverket	57.146644	13.7133015
SE020	Thuressons Hönseri AB	Gillsättra 120, 386 94 Färjestaden	MÖRBYLÅNGA	KALMAR	EPC	\N	\N	Livsmedelsverket	56.7091861	16.6157089
SE022	Fröslunda Lantbruk AB	Fröslunda Sunnersberg, 531 98 Lidköping	LIDKÖPING	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.5897651	13.1054848
SE026	Skåneägg AB	Rosenlundsvägen 197, 253 54 Mörarp	HELSINGBORG	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	56.0541955	12.8492088
SE028	Frackstad Lantbruk AB	Rydjavägen 4, 595 57 Mantorp	MJÖLBY	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	58.3547703	15.2928338
SE032	Björkviks Ägg AB	Vedeby kvarn, 640 20 Björkvik	KATRINEHOLM	SÖDERMANLAND	EPC	\N	\N	Livsmedelsverket	58.817857	16.4939949
SE034	Västkustägg i Halmstad AB	Nydala gård 322, 305 97 Eldsberga	HALMSTAD	HALLAND	EPC	\N	\N	Livsmedelsverket	56.6029309	12.9920644
SE037	Dala-Ägg i Hedemora AB	Box 36, 770 70 Långshyttan	HEDEMORA	DALARNAS LÄN	EPC	\N	\N	Livsmedelsverket	60.4522805	16.0330768
SE038	Uggelsta Ägg AB	Uggelsta Gård, 743 91 Storvreta	UPPSALA	UPPSALA	EPC	\N	\N	Livsmedelsverket	59.9873403	17.7101058
SE040	Tavlegårdens Ägg AB	Yttertavle 351, 905 96 UMEÅ	UMEÅ	VÄSTERBOTTEN	EPC	\N	\N	Livsmedelsverket	63.7829432	20.3853045
SE046	Anneli Hedlund	Kung Karls Sorby 111, 736 91 Kungsör	KUNGSÖR	VÄSTMANLAND	EPC	\N	\N	Livsmedelsverket	59.3693741	16.0886356
SE048	Adelsö Ägg AB	Hovgårdsberg, 178 92 Adelsö	EKERÖ	STOCKHOLM	EPC	\N	\N	Livsmedelsverket	59.3782074	17.4887955
SE049	Lilla Alsbo Ägg AB	Lilla Alsbo 5, 775 96 Krylbo	AVESTA	DALARNAS LÄN	EPC	\N	\N	Livsmedelsverket	60.0958214	16.2782185
SE055	Roslags-Ägg AB	Söderby 63, 742 93 Östhammar	ÖSTHAMMAR	UPPSALA	EPC	\N	\N	Livsmedelsverket	60.2970235	18.3835867
SE058	AB Aspelunds Hönsgård	Aspelund, 314 52 Unnaryd	HYLTE	HALLAND	EPC	\N	\N	Livsmedelsverket	56.9546882	13.5283357
SE063	Kiaby Ägg	Bäckaskogsvägen 235 C/O Anders Olsson, 291 68 FJÄLKINGE	KRISTIANSTAD	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	56.0642473	14.3318468
SE067	Asketorps ägg	c/o Asketorps Gård AB, Asketorps Gård, 541 92 SKÖVDE	TIBRO	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.400866	13.9098882
SE070	Närke Ägg Äggpackeriet	Askersundsvägen 53, 694 50 Vretstorp	HALLSBERG	ÖREBRO	EPC	\N	\N	Livsmedelsverket	59.0245555	14.8679859
SE072	Hönovia Ägg AB	Harsövägen 42, 352 44 VÄXJÖ	VÄRNAMO	JÖNKÖPING	EPC	\N	\N	Livsmedelsverket	56.8952894	14.8040694
SE077	Diggeli-Q AB	Lindåsen, 573 94 Ydre	YDRE	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	57.9849783	15.1282026
SE079	Toftanäs AB	Toftanäs Gård, 331 97 Värnamo	VÄRNAMO	JÖNKÖPING	EPC	\N	\N	Livsmedelsverket	57.0547707	14.0441147
SE081	AB Sävsjö Ägg	N. Sävsjö 119, 382 94 Nybro	NYBRO	KALMAR	EPC	\N	\N	Livsmedelsverket	56.7373097	15.7936132
SE085	Torbjörn Eriksson	Östra gatan 340 , 46464 Brålanda	VÄNERSBORG	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.5335065	12.3086861
SE086	Långhultsägg	c/o Mikael Lindkvist, Långhults Gård, 241 74 Stehag	ESLÖV	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	55.9045902	13.3646207
SE093	Lommarps Lantägg AB	Pl 2124, 288 33 Vinslöv	HÄSSLEHOLM	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	56.1169993	13.9317818
SE101	Ekne Gårds Ägg	c/o Ekne Gårds Produkter AB, Pukaviksvägen 529, 293 72 Jämshög	OLOFSTRÖM	BLEKINGE	EPC	\N	\N	Livsmedelsverket	56.2398225	14.5407415
SE102	Torggummans ägg	c/o AB Väst-Farm, Hillingsäter Hällnäs 2, 458 91 Färgelanda	FÄRGELANDA	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.5631999	11.9184282
SE106	Larssons Ägg	c/o Håkan Larsson, Slädene Peru 4, 534 90 Vara	VARA	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.3838143	12.8971874
SE107	Sjömarkens Hönsgård AB	Bua, Pjäkebacka 2, 518 91 Sjömarken	BORÅS	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	57.7379002	12.8421414
SE112	Dotetorps Ägg AB	Lilla Dotetorpsvägen 2, 439 51 Åsa	KUNGSBACKA	HALLAND	EPC	\N	\N	Livsmedelsverket	57.3856987	12.1552647
SE117	Rågqvid Gård AB	Rågkvi Vallen, 461 99 Upphärad	TROLLHÄTTAN	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.1724059	12.358579
SE120	Öster Djulö Ägg & Lantbruk	c/o Alf Ahlström, Öster Djulö, 641 93 Katrineholm	KATRINEHOLM	SÖDERMANLAND	EPC	\N	\N	Livsmedelsverket	58.9680324	16.2516947
SE122	Borekulla Gård AB	Borekullavägen 90, 439 63 Frillesås	KUNGSBACKA	HALLAND	EPC	\N	\N	Livsmedelsverket	57.3329006	12.1813077
SE123	Kjell och Ylva Sjelin Lantbruk	c/o Kjell Sjelin, Hånsta 74,Östergärde, 743 92 Vattholma	UPPSALA	UPPSALA	EPC	\N	\N	Livsmedelsverket	60.010417	17.6974293
SE132	Lundkvarn AB	Fasma Lundkvarn 24, 743 74 Björklinge	UPPSALA	UPPSALA	EPC	\N	\N	Livsmedelsverket	60.0573397	17.607816
SE135	Catarinas Sprätthönseri	c/o Björn Johansson, Norrby 74, 783 92 Stora Skedvi	SÄTER	DALARNAS LÄN	EPC	\N	\N	Livsmedelsverket	60.4258029	15.7554641
SE137	Överby Lantbruk	c/o Göran Johansson, Brattövägen 4, 451 98 Uddevalla	UDDEVALLA	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.3428151	11.7308364
SE141	Öija Gård Sprättägg	Stora Malm, Öija Gård 1, 641 93 KATRINEHOLM	FLEN	SÖDERMANLAND	EPC	\N	\N	Livsmedelsverket	59.2850882	16.1647914
SE152	AB Germund	Högerås 112, 382 74 Alsterbro	NYBRO	KALMAR	EPC	\N	\N	Livsmedelsverket	56.8738324	15.9428866
SE158	Båsbo Ägg AB	Båsbo 6, 643 96 Julita	KATRINEHOLM	SÖDERMANLAND	EPC	\N	\N	Livsmedelsverket	59.1850544	16.1306717
SE160	Ormesta Ägg	c/o Kent Rosell, Norrgården 107, Ormesta, 694 91 Hallsberg	KUMLA	ÖREBRO	EPC	\N	\N	Livsmedelsverket	59.0704736	15.094849
SE164	Vadsbo Ägg AB	Riddarhagen 22, 545 93 Töreboda	TÖREBODA	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.6701225	14.1448891
SE165	Värmlandsägg	c/o Hans Forsberg, Vibäcks Gård, 691 91 Karlskoga	KARLSKOGA	ÖREBRO	EPC	\N	\N	Livsmedelsverket	59.398471	14.4382929
SE168	Gräsljunga Gårdsprodukter	c/o Mikael Pettersson, Gräsljunga 1405, 283 95 Visseltofta	OSBY	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	56.4258853	13.8671674
SE169	Alsbäcks Gård	c/o Pär Linder, Alsbäcks Gård 100, 453 91 Lysekil	LYSEKIL	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.3251358	11.5274282
SE172	Alträsk Hönseri	Alträsk 44, 961 95 BODEN	BODEN	NORRBOTTEN	EPC	\N	\N	Livsmedelsverket	65.7310502	21.4449704
SE185	Björröds Ägg	c/o Gunnar Arnesson, Björröd 252, 442 96 Kode	KUNGÄLV	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	57.9413193	11.8529675
SE191	Kopparfly Sprättägg	c/o Åke Göthberg, Kopparfly 131, 382 90 Örsjö	NYBRO	KALMAR	EPC	\N	\N	Livsmedelsverket	56.7090475	15.6882314
SE195	Sanda hönseri AB	Klockarlötsvägen 19, 137 95 Österhaninge	HANINGE	STOCKHOLM	EPC	\N	\N	Livsmedelsverket	59.1308779	18.1811172
SE196	Skäfshults hönsgård	c/o Bo Davidsson, Skäfshult, 598 72 Södra Vi	VIMMERBY	KALMAR	EPC	\N	\N	Livsmedelsverket	57.7042835	15.7497066
SE198	Mällby lantgård	c/o Maria Karlsson, Vallahedvägen 56, 471 72 Hjälteby	TJÖRN	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.050753	11.7112937
SE203	Nisses Ägg	c/o Magnus Johansson, Lilla Halla, Åsle, 521 91 Falköping	FALKÖPING	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.1775353	13.6869345
SE204	Bergsbol Hönseri	c/o Uno Andersson, Bergsbol 210, 464 63 Brålanda	VÄNERSBORG	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.5880605	12.3306167
SE213	Fruehagens Ägg	Lilla Oberöd 2888, 282 91 Tyringe	HÄSSLEHOLM	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	56.1088204	13.6665508
SE218	Bräcke Ägg	c/o Anna Andersson, Bränneslyckevägen 139, 263 76 Nyhamnsläge	HÖGANÄS	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	56.2656135	12.5541213
SE221	Gotlandsägg AB	Stenkyrka Stenstugu 155, 624 42 Tingstäde	MÖNSTERÅS	KALMAR	EPC	\N	\N	Livsmedelsverket	57.8045616	18.5226881
SE222	Munketorp Gård	c/o Magnus Svensson, Munketorps Gård, 599 94 Ödeshög	ÖDESHÖG	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	58.2657859	14.7285903
SE231	Gödebergs Gård AB	Gödebergsvägen 11, 437 34 Lindome	MÖLNDAL	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	57.5882644	12.1024938
SE233	Toppägg AB	Torpa Källgård, 596 36 Väderstad	MJÖLBY	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	58.3131254	14.9236992
SE234	Prästtorp	Sävare Prästtorp 1, 531 91 VINNINGA	GÖTENE	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.4599022	13.1925224
SE236	Landarkullen AB	Landarkullen, 447 91 Vårgårda	VÅRGÅRDA	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.0817032	12.8506023
SE237	Kinsta Hönsgård	c/o Susanne Mårtensson, Höstvägen 1, 826 66 Marmaverken	SÖDERHAMN	GÄVLEBORG	EPC	\N	\N	Livsmedelsverket	61.2785173	16.8926899
SE242	Paul Nilsson	Hålevik Pl 4175, 282 93 Röke	HÄSSLEHOLM	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	56.2683295	13.4505595
SE244	Hönshuset Berga gård	Berga gård, 716 92 FJUGESTA	LEKEBERG	ÖREBRO	EPC	\N	\N	Livsmedelsverket	59.1922586	14.8827641
SE247	Michaela Nilsson	Eneby Norrgård, 590 42 Horn	KINDA	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	57.91667	15.8833301
SE249	Sten Sture Stensson	Örlösa Källstorp 187, 531 97 Lidköping	LIDKÖPING	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.506236	12.929247
SE251	Väsby Hönseri	c/o Sjöö Godsförvaltning Carl Banér, Holm Sjöö 2, 749 62 ÖRSUNDSBRO	TIERP	UPPSALA	EPC	\N	\N	Livsmedelsverket	59.7177	17.5082633
SE252	Österlenägg	Ravlunda Gård, 277 37 Kivik	TOMELILLA	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	55.7065288	14.1287184
SE256	Lasjö Ägg	Lasjö 132, 733 62 VÄSTERFÄRNEBO	SALA	VÄSTMANLAND	EPC	\N	\N	Livsmedelsverket	60.0083619	16.2551023
SE258	Ro Jo:s i Vrigstad AB	Källebergsvägen 9, 570 03 Vrigstad	SÄVSJÖ	JÖNKÖPING	PP	\N	A	Livsmedelsverket	57.3447667	14.4744871
SE263	Järnvirke Hönseri AB	Järnvirke 19, 432 77 Tvååker	VARBERG	HALLAND	EPC	\N	\N	Livsmedelsverket	57.0328732	12.4697046
SE264	Söderåsens Ekoägg	c/o Roland Ivarsson, BÅNGSTORP 3430\t, 268 78 Kågeröd	SVALÖV	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	55.9394418	13.0581508
SE266	Sammels Gårdscafé & Butik	c/o Stig Samuelsson, Bertshult 503, 438 93 Landvetter	HÄRRYDA	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	57.6266875	12.3201072
SE267	Bröderna Hyltbrings Ägg	C/o Carl Hyltbring, Hyltan 3, 578 94 Aneby	ANEBY	JÖNKÖPING	LEP EPC	\N	A	Livsmedelsverket	57.9096363	14.8540338
SE268	Hans Morten Bredstu	Flokeruds Gård, 664 91 Grums	GRUMS	VÄRMLAND	EPC	\N	\N	Livsmedelsverket	59.3719015	13.1110353
SE271	Bröderna Håkansson	c/o Håkan Håkansson, Gräsgärde 602, 388 94 Vassmolösa	KALMAR	KALMAR	EPC	\N	\N	Livsmedelsverket	56.5435116	16.124464
SE272	Hyllehög Gård	c/o Jennie Fredgardh, Trelleborgsvägen 194-28, 236 91 Höllviken	VELLINGE	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	55.3939851	13.0026134
SE273	Håle Lantbruk AB	Håle Stommen 3, 467 91 Grästorp	GRÄSTORP	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.384823	12.7880841
SE275	Solmarka Gård	c/o Botulf Bernhard, Arby 182, 388 94 Vassmolösa	KALMAR	KALMAR	EPC	\N	\N	Livsmedelsverket	56.569284	16.1370601
SE276	Kalvestads Ekoägg	c/o Ljung Kalestad Lantbruk, Ljungs säteri, 585 80 LJUNGSBRO	VADSTENA	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	58.5065577	15.5084429
SE6006	Linnebjörke Ekoägg AB	Dädesjö Linnebjörke Gård, 36492 LENHOVDA	UPPVIDINGE	KRONOBERG	EPC	\N	\N	Livsmedelsverket	56.979144	15.189881
SE6007	Ekoägg i Vänersborg AB	skogen 544, 462 93 Vänersborg	VÄNERSBORG	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.3766842	12.1688978
SE6047	Stora Hycklinge Ägg	c/o Göran Nilsson, Stora Hycklinge, 590 42 HORN	KINDA	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	57.9234101	15.9163498
SE6060	Rask-Annas Gård	c/o Advokatfirman Abersten Gävle AB Norra Slottsgatan 7, 803 20 Gävle	OCKELBO	GÄVLEBORG	EPC	\N	\N	Livsmedelsverket	60.6749457	17.1405017
SE6071	Runneberg	Runneberg 1, 541 92 Skövde	TIBRO	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.4370095	13.9721886
SE6096	Klöverbergsgården AB	Klöverbergsgården 120, 975 91 Luleå	LULEÅ	NORRBOTTEN	EPC	\N	\N	Livsmedelsverket	65.648009	21.3877269
SE6110	Widens Lantbruk AB	Smedby 326, 732 96 Arboga	LINDESBERG	ÖREBRO	EPC	\N	\N	Livsmedelsverket	59.4847656	15.7072845
SE6112	Källmo Ägg AB	Källmo Gård, Källmo 559, 691 91 Karlskoga	KARLSKOGA	ÖREBRO	EPC	\N	\N	Livsmedelsverket	59.3898896	14.5077362
SE6127	AB CA Cedergren	Örnebäck 401, 384 73 Fliseryd	MÖNSTERÅS	KALMAR	EPC	\N	\N	Livsmedelsverket	57.0986199	16.2998603
SE6158	Åbylunds Gård	Åbylunds Gård, 585 99 LINKÖPING	LINKÖPING	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	58.3560982	15.535025
SE6187	Djupedals Gård	c/o Marianne Siverhav, Djupedal 110, 453 92 Lysekil	LYSEKIL	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.3290147	11.4683928
SE6193	Krokaröds Broiler AB	Krokaröd, 288 93 Nävlinge	HÄSSLEHOLM	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	56.0434372	13.814377
SE6199	Värlinge Ägg	c/o Mariero Gård AB, Östra Värlinge byaväg 1-0, 231 94 TRELLEBORG	TRELLEBORG	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	55.4288171	13.0964601
SE6203	Alvastra Gård AB	Alvastra Kungsgård, 599 93 Ödeshög	ÖDESHÖG	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	58.2958805	14.656148
SE6204	Åkersdal Jordbruks AB	Åkerdalsvägen 176, 233 62 Bara	SVEDALA	SKÅNE LÄN	EPC	\N	\N	Livsmedelsverket	55.5940675	13.1684999
SE6246	Centrala Partihallen AB	Upplagsvägen 32, 117 43 Stockholm	STOCKHOLM	STOCKHOLM	EPC	\N	\N	Kommunen	59.2978119	18.0227068
SE6263	Landsberga Gård	Biskopskulla Landsberga 5, 749 63 ÖRSUNDSBRO	ENKÖPING	UPPSALA	EPC	\N	\N	Livsmedelsverket	59.7415371	17.1804802
SE6298	Gästrike Ägg	Stentorpsvägen 65, 818 41 FORSBACKA	GÄVLE	GÄVLEBORG	EPC	\N	\N	Livsmedelsverket	60.6271617	16.8929918
SE6328	Gottlösa Postgård	c/o Magnus Davidsson, Gottlösa Postgård, 595 97 MANTORP	LINKÖPING	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	58.3783165	15.2500796
SE6347	Högstad Produktion AB	Östra Malmskogen 3, 582 78 Linköping	NORRKÖPING	ÖSTERGÖTLAND	EPC	\N	\N	Livsmedelsverket	58.4273626	15.7054472
SE6351	Klevs Gård	Klevs Gård 1, 456 47 BOVALLSTRAND	SOTENÄS	VÄSTRA GÖTALANDS LÄN	EPC	\N	\N	Livsmedelsverket	58.4652714	11.3356608
SE6362	Sebastian Johansson	Allberg Lilla Toften 115, 311 96 HEBERG	FALKENBERG	HALLAND	EPC	\N	\N	Livsmedelsverket	56.8828299	12.6280713
SE6382	Ridgedale Farm	Åsen 20, 686 95 VÄSTRA ÄMTERVIK	SUNNE	VÄRMLAND	EPC	\N	\N	Livsmedelsverket	59.7491066	13.0634523
