Commune;Codepos;Departement;INSEE
NEMOURS;77140;SEINE ET MARNE;77333
NESLES LA GILBERDE;77540;SEINE ET MARNE;77334
CHAUCONIN NEUFMONTIERS;77124;SEINE ET MARNE;77335
NEUFMOUTIERS EN BRIE;77610;SEINE ET MARNE;77336
NOISIEL;77186;SEINE ET MARNE;77337
NOISY RUDIGNON;77940;SEINE ET MARNE;77338
NOISY SUR ECOLE;77123;SEINE ET MARNE;77339
NONVILLE;77140;SEINE ET MARNE;77340
NOYEN SUR SEINE;77114;SEINE ET MARNE;77341
OBSONVILLE;77890;SEINE ET MARNE;77342
OCQUERRE;77440;SEINE ET MARNE;77343
OISSERY;77178;SEINE ET MARNE;77344
ORLY SUR MORIN;77750;SEINE ET MARNE;77345
ORMEAUX;77540;SEINE ET MARNE;77346
LES ORMES SUR VOULZIE;77134;SEINE ET MARNE;77347
ORMESSON;77167;SEINE ET MARNE;77348
OTHIS;77280;SEINE ET MARNE;77349
OZOIR LA FERRIERE;77330;SEINE ET MARNE;77350
OZOUER LE REPOS;77720;SEINE ET MARNE;77351
OZOUER LE VOULGIS;77390;SEINE ET MARNE;77352
PALEY;77710;SEINE ET MARNE;77353
PAMFOU;77830;SEINE ET MARNE;77354
PAROY;77520;SEINE ET MARNE;77355
PASSY SUR SEINE;77480;SEINE ET MARNE;77356
PECY;77970;SEINE ET MARNE;77357
PENCHARD;77124;SEINE ET MARNE;77358
PERTHES;77930;SEINE ET MARNE;77359
PEZARCHES;77131;SEINE ET MARNE;77360
PIERRE LEVEE;77580;SEINE ET MARNE;77361
LE PIN;77181;SEINE ET MARNE;77363
LE PLESSIS AUX BOIS;77165;SEINE ET MARNE;77364
LE PLESSIS FEU AUSSOUX;77540;SEINE ET MARNE;77365
LE PLESSIS L EVEQUE;77165;SEINE ET MARNE;77366
LE PLESSIS PLACY;77440;SEINE ET MARNE;77367
POIGNY;77160;SEINE ET MARNE;77368
POINCY;77470;SEINE ET MARNE;77369
POLIGNY;77167;SEINE ET MARNE;77370
POMMEUSE;77515;SEINE ET MARNE;77371
POMPONNE;77400;SEINE ET MARNE;77372
PONTAULT COMBAULT;77340;SEINE ET MARNE;77373
PONTCARRE;77135;SEINE ET MARNE;77374
PREAUX;77710;SEINE ET MARNE;77375
PRECY SUR MARNE;77410;SEINE ET MARNE;77376
PRESLES EN BRIE;77220;SEINE ET MARNE;77377
PRINGY;77310;SEINE ET MARNE;77378
PROVINS;77160;SEINE ET MARNE;77379
PUISIEUX;77139;SEINE ET MARNE;77380
QUIERS;77720;SEINE ET MARNE;77381
QUINCY VOISINS;77860;SEINE ET MARNE;77382
RAMPILLON;77370;SEINE ET MARNE;77383
REAU;77550;SEINE ET MARNE;77384
REBAIS;77510;SEINE ET MARNE;77385
RECLOSES;77760;SEINE ET MARNE;77386
REMAUVILLE;77710;SEINE ET MARNE;77387
REUIL EN BRIE;77260;SEINE ET MARNE;77388
LA ROCHETTE;77000;SEINE ET MARNE;77389
ROISSY EN BRIE;77680;SEINE ET MARNE;77390
ROUILLY;77160;SEINE ET MARNE;77391
ROUVRES;77230;SEINE ET MARNE;77392
ROZAY EN BRIE;77540;SEINE ET MARNE;77393
RUBELLES;77950;SEINE ET MARNE;77394
RUMONT;77760;SEINE ET MARNE;77395
RUPEREUX;77560;SEINE ET MARNE;77396
SAACY SUR MARNE;77730;SEINE ET MARNE;77397
SABLONNIERES;77510;SEINE ET MARNE;77398
ST ANGE LE VIEL;77710;SEINE ET MARNE;77399
ST AUGUSTIN;77515;SEINE ET MARNE;77400
ST AULDE;77260;SEINE ET MARNE;77401
ST BARTHELEMY;77320;SEINE ET MARNE;77402
ST BRICE;77160;SEINE ET MARNE;77403
STE COLOMBE;77650;SEINE ET MARNE;77404
ST CYR SUR MORIN;77750;SEINE ET MARNE;77405
ST DENIS LES REBAIS;77510;SEINE ET MARNE;77406
ST FARGEAU PONTHIERRY;77310;SEINE ET MARNE;77407
ST FIACRE;77470;SEINE ET MARNE;77408
ST GERMAIN LAVAL;77130;SEINE ET MARNE;77409
ST GERMAIN LAXIS;77950;SEINE ET MARNE;77410
ST GERMAIN SOUS DOUE;77169;SEINE ET MARNE;77411
ST GERMAIN SUR ECOLE;77930;SEINE ET MARNE;77412
ST GERMAIN SUR MORIN;77860;SEINE ET MARNE;77413
ST HILLIERS;77160;SEINE ET MARNE;77414
ST JEAN LES DEUX JUMEAUX;77660;SEINE ET MARNE;77415
ST JUST EN BRIE;77370;SEINE ET MARNE;77416
ST LEGER;77510;SEINE ET MARNE;77417
ST LOUP DE NAUD;77650;SEINE ET MARNE;77418
ST MAMMES;77670;SEINE ET MARNE;77419
ST MARD;77230;SEINE ET MARNE;77420
ST MARS VIEUX MAISONS;77320;SEINE ET MARNE;77421
ST MARTIN CHENNETRON;77560;SEINE ET MARNE;77422
ST MARTIN DES CHAMPS;77320;SEINE ET MARNE;77423
ST MARTIN DU BOSCHET;77320;SEINE ET MARNE;77424
ST MARTIN EN BIERE;77630;SEINE ET MARNE;77425
ST MERY;77720;SEINE ET MARNE;77426
ST MESMES;77410;SEINE ET MARNE;77427
ST OUEN EN BRIE;77720;SEINE ET MARNE;77428
ST OUEN SUR MORIN;77750;SEINE ET MARNE;77429
ST PATHUS;77178;SEINE ET MARNE;77430
ST PIERRE LES NEMOURS;77140;SEINE ET MARNE;77431
ST REMY DE LA VANNE;77320;SEINE ET MARNE;77432
SAINTS;77120;SEINE ET MARNE;77433
ST SAUVEUR LES BRAY;77480;SEINE ET MARNE;77434
ST SAUVEUR SUR ECOLE;77930;SEINE ET MARNE;77435
ST SIMEON;77169;SEINE ET MARNE;77436
ST SOUPPLETS;77165;SEINE ET MARNE;77437
ST THIBAULT DES VIGNES;77400;SEINE ET MARNE;77438
SALINS;77148;SEINE ET MARNE;77439
SAMMERON;77260;SEINE ET MARNE;77440
SAMOIS SUR SEINE;77920;SEINE ET MARNE;77441
SAMOREAU;77210;SEINE ET MARNE;77442
SANCY;77580;SEINE ET MARNE;77443
SANCY LES PROVINS;77320;SEINE ET MARNE;77444
SAVIGNY LE TEMPLE;77176;SEINE ET MARNE;77445
SAVINS;77650;SEINE ET MARNE;77446
SEINE PORT;77240;SEINE ET MARNE;77447
SEPT SORTS;77260;SEINE ET MARNE;77448
SERRIS;77700;SEINE ET MARNE;77449
SERVON;77170;SEINE ET MARNE;77450
SIGNY SIGNETS;77640;SEINE ET MARNE;77451
SIGY;77520;SEINE ET MARNE;77452
SIVRY COURTRY;77115;SEINE ET MARNE;77453
SOGNOLLES EN MONTOIS;77520;SEINE ET MARNE;77454
SOIGNOLLES EN BRIE;77111;SEINE ET MARNE;77455
SOISY BOUY;77650;SEINE ET MARNE;77456
SOLERS;77111;SEINE ET MARNE;77457
SOUPPES SUR LOING;77460;SEINE ET MARNE;77458
SOURDUN;77171;SEINE ET MARNE;77459
TANCROU;77440;SEINE ET MARNE;77460
THENISY;77520;SEINE ET MARNE;77461
THIEUX;77230;SEINE ET MARNE;77462
THOMERY;77810;SEINE ET MARNE;77463
THORIGNY SUR MARNE;77400;SEINE ET MARNE;77464
THOURY FEROTTES;77156;SEINE ET MARNE;77465
TIGEAUX;77163;SEINE ET MARNE;77466
LA TOMBE;77130;SEINE ET MARNE;77467
TORCY;77200;SEINE ET MARNE;77468
TOUQUIN;77131;SEINE ET MARNE;77469
TOURNAN EN BRIE;77220;SEINE ET MARNE;77470
TOUSSON;77123;SEINE ET MARNE;77471
LA TRETOIRE;77510;SEINE ET MARNE;77472
TREUZY LEVELAY;77710;SEINE ET MARNE;77473
TRILBARDOU;77450;SEINE ET MARNE;77474
TRILPORT;77470;SEINE ET MARNE;77475
TROCY EN MULTIEN;77440;SEINE ET MARNE;77476
URY;77760;SEINE ET MARNE;77477
USSY SUR MARNE;77260;SEINE ET MARNE;77478
VAIRES SUR MARNE;77360;SEINE ET MARNE;77479
VALENCE EN BRIE;77830;SEINE ET MARNE;77480
VANVILLE;77370;SEINE ET MARNE;77481
VARENNES SUR SEINE;77130;SEINE ET MARNE;77482
VARREDDES;77910;SEINE ET MARNE;77483
VAUCOURTOIS;77580;SEINE ET MARNE;77484
LE VAUDOUE;77123;SEINE ET MARNE;77485
VAUDOY EN BRIE;77141;SEINE ET MARNE;77486
VAUX LE PENIL;77000;SEINE ET MARNE;77487
VAUX SUR LUNAIN;77710;SEINE ET MARNE;77489
VENDREST;77440;SEINE ET MARNE;77490
VENEUX LES SABLONS;77250;SEINE ET MARNE;77491
VERDELOT;77510;SEINE ET MARNE;77492
VERNEUIL L ETANG;77390;SEINE ET MARNE;77493
VERNOU LA CELLE SUR SEINE;77670;SEINE ET MARNE;77494
VERT ST DENIS;77240;SEINE ET MARNE;77495
VIEUX CHAMPAGNE;77370;SEINE ET MARNE;77496
VIEUX MAISONS;77320;SEINE ET MARNE;77497
VIGNELY;77450;SEINE ET MARNE;77498
VILBERT;77540;SEINE ET MARNE;77499
VILLEBEON;77710;SEINE ET MARNE;77500
VILLECERF;77250;SEINE ET MARNE;77501
VILLEGAGNON;77970;SEINE ET MARNE;77502
VILLEGRUIS;77560;SEINE ET MARNE;77503
VILLEMARECHAL;77710;SEINE ET MARNE;77504
VILLEMAREUIL;77470;SEINE ET MARNE;77505
VILLEMER;77250;SEINE ET MARNE;77506
VILLENAUXE LA PETITE;77480;SEINE ET MARNE;77507
VILLENEUVE LE COMTE;77174;SEINE ET MARNE;77508
VILLENEUVE LES BORDES;77154;SEINE ET MARNE;77509
VILLENEUVE ST DENIS;77174;SEINE ET MARNE;77510
VILLENEUVE SOUS DAMMARTIN;77230;SEINE ET MARNE;77511
VILLENEUVE SUR BELLOT;77510;SEINE ET MARNE;77512
VILLENOY;77124;SEINE ET MARNE;77513
VILLEPARISIS;77270;SEINE ET MARNE;77514
VILLEROY;77410;SEINE ET MARNE;77515
VILLE ST JACQUES;77130;SEINE ET MARNE;77516
VILLEVAUDE;77410;SEINE ET MARNE;77517
VILLIERS EN BIERE;77190;SEINE ET MARNE;77518
VILLIERS ST GEORGES;77560;SEINE ET MARNE;77519
VILLIERS SOUS GREZ;77760;SEINE ET MARNE;77520
VILLIERS SUR MORIN;77580;SEINE ET MARNE;77521
VILLIERS SUR SEINE;77114;SEINE ET MARNE;77522
VILLUIS;77480;SEINE ET MARNE;77523
VIMPELLES;77520;SEINE ET MARNE;77524
VINANTES;77230;SEINE ET MARNE;77525
VINCY MANOEUVRE;77139;SEINE ET MARNE;77526
VOINSLES;77540;SEINE ET MARNE;77527
VOISENON;77950;SEINE ET MARNE;77528
VOULANGIS;77580;SEINE ET MARNE;77529
VOULTON;77560;SEINE ET MARNE;77530
VOULX;77940;SEINE ET MARNE;77531
VULAINES LES PROVINS;77160;SEINE ET MARNE;77532
VULAINES SUR SEINE;77870;SEINE ET MARNE;77533
YEBLES;77390;SEINE ET MARNE;77534
PONTHIERRY;77310;SEINE ET MARNE;77900
SOUILLY;77410;SEINE ET MARNE;77903
CHANTEREINE;77500;SEINE ET MARNE;77905
MONTJAY LA TOUR;77410;SEINE ET MARNE;77906
BORDEAUX;77410;SEINE ET MARNE;77907
LA POMPONNETTE;77400;SEINE ET MARNE;77908
MALNOUE;77184;SEINE ET MARNE;77909
LE PAVE DE PONTAULT;77340;SEINE ET MARNE;77910
RENTILLY;77400;SEINE ET MARNE;77911
BEUABOURG;77183;SEINE ET MARNE;77912
COSSIGNY;77173;SEINE ET MARNE;77913
SUISNES;77166;SEINE ET MARNE;77914
NEUFMONTIERS LES MEAUX;77124;SEINE ET MARNE;77915
ABLIS;78660;YVELINES;78003
ACHERES;78260;YVELINES;78005
ADAINVILLE;78113;YVELINES;78006
AIGREMONT;78240;YVELINES;78007
ALLAINVILLE;78660;YVELINES;78009
LES ALLUETS LE ROI;78580;YVELINES;78010
ANDELU;78770;YVELINES;78013
ANDRESY;78570;YVELINES;78015
ARNOUVILLE LES MANTES;78790;YVELINES;78020
AUBERGENVILLE;78410;YVELINES;78029
AUFFARGIS;78610;YVELINES;78030
AUFREVILLE BRASSEUIL;78930;YVELINES;78031
AULNAY SUR MAULDRE;78126;YVELINES;78033
AUTEUIL;78770;YVELINES;78034
AUTOUILLET;78770;YVELINES;78036
BAILLY;78870;YVELINES;78043
BAZAINVILLE;78550;YVELINES;78048
BAZEMONT;78580;YVELINES;78049
BAZOCHES SUR GUYONNE;78490;YVELINES;78050
BEHOUST;78910;YVELINES;78053
BENNECOURT;78270;YVELINES;78057
BEYNES;78650;YVELINES;78062
BLARU;78270;YVELINES;78068
BOINVILLE EN MANTOIS;78930;YVELINES;78070
BOINVILLE LE GAILLARD;78660;YVELINES;78071
BOINVILLIERS;78200;YVELINES;78072
BOIS D ARCY;78390;YVELINES;78073
BOISSETS;78910;YVELINES;78076
LA BOISSIERE ECOLE;78125;YVELINES;78077
BOISSY MAUVOISIN;78200;YVELINES;78082
BOISSY SANS AVOIR;78490;YVELINES;78084
BONNELLES;78830;YVELINES;78087
BONNIERES SUR SEINE;78270;YVELINES;78089
BOUAFLE;78410;YVELINES;78090
BOUGIVAL;78380;YVELINES;78092
BOURDONNE;78113;YVELINES;78096
BREUIL BOIS ROBERT;78930;YVELINES;78104
BREVAL;78980;YVELINES;78107
LES BREVIAIRES;78610;YVELINES;78108
BRUEIL EN VEXIN;78440;YVELINES;78113
BUC;78530;YVELINES;78117
BUCHELAY;78200;YVELINES;78118
BULLION;78830;YVELINES;78120
CARRIERES SOUS POISSY;78955;YVELINES;78123
CARRIERES SUR SEINE;78420;YVELINES;78124
LA CELLE LES BORDES;78720;YVELINES;78125
LA CELLE ST CLOUD;78170;YVELINES;78126
CERNAY LA VILLE;78720;YVELINES;78128
CHAMBOURCY;78240;YVELINES;78133
CHANTELOUP LES VIGNES;78570;YVELINES;78138
CHAPET;78130;YVELINES;78140
CHATEAUFORT;78117;YVELINES;78143
CHATOU;78400;YVELINES;78146
CHAUFOUR LES BONNIERES;78270;YVELINES;78147
CHAVENAY;78450;YVELINES;78152
LE CHESNAY;78150;YVELINES;78158
CHEVREUSE;78460;YVELINES;78160
CHOISEL;78460;YVELINES;78162
CIVRY LA FORET;78910;YVELINES;78163
CLAIREFONTAINE EN YVELINE;78120;YVELINES;78164
LES CLAYES SOUS BOIS;78340;YVELINES;78165
COIGNIERES;78310;YVELINES;78168
CONDE SUR VESGRE;78113;YVELINES;78171
CONFLANS STE HONORINE;78700;YVELINES;78172
COURGENT;78790;YVELINES;78185
CRACHES;78660;YVELINES;78187
CRAVENT;78270;YVELINES;78188
CRESPIERES;78121;YVELINES;78189
CROISSY SUR SEINE;78290;YVELINES;78190
DAMMARTIN EN SERVE;78111;YVELINES;78192
DAMPIERRE EN YVELINES;78720;YVELINES;78193
DANNEMARIE;78550;YVELINES;78194
DAVRON;78810;YVELINES;78196
DROCOURT;78440;YVELINES;78202
ECQUEVILLY;78920;YVELINES;78206
ELANCOURT;78990;YVELINES;78208
EMANCE;78125;YVELINES;78209
EPONE;78680;YVELINES;78217
LES ESSARTS LE ROI;78690;YVELINES;78220
L ETANG LA VILLE;78620;YVELINES;78224
EVECQUEMONT;78740;YVELINES;78227
LA FALAISE;78410;YVELINES;78230
FAVRIEUX;78200;YVELINES;78231
FEUCHEROLLES;78810;YVELINES;78233
FLACOURT;78200;YVELINES;78234
FLEXANVILLE;78910;YVELINES;78236
FLINS NEUVE EGLISE;78790;YVELINES;78237
FLINS SUR SEINE;78410;YVELINES;78238
FOLLAINVILLE DENNEMONT;78520;YVELINES;78239
FONTENAY LE FLEURY;78330;YVELINES;78242
FONTENAY MAUVOISIN;78200;YVELINES;78245
FONTENAY ST PERE;78440;YVELINES;78246
FOURQUEUX;78112;YVELINES;78251
FRENEUSE;78840;YVELINES;78255
GAILLON SUR MONTCIENT;78250;YVELINES;78261
GALLUIS;78490;YVELINES;78262
GAMBAIS;78950;YVELINES;78263
GAMBAISEUIL;78490;YVELINES;78264
GARANCIERES;78890;YVELINES;78265
GARGENVILLE;78440;YVELINES;78267
GAZERAN;78125;YVELINES;78269
GOMMECOURT;78270;YVELINES;78276
GOUPILLIERES;78770;YVELINES;78278
GOUSSONVILLE;78930;YVELINES;78281
GRANDCHAMP;78113;YVELINES;78283
GRESSEY;78550;YVELINES;78285
GROSROUVRE;78490;YVELINES;78289
GUERNES;78520;YVELINES;78290
GUERVILLE;78930;YVELINES;78291
GUITRANCOURT;78440;YVELINES;78296
GUYANCOURT;78280;YVELINES;78297
HARDRICOURT;78250;YVELINES;78299
HARGEVILLE;78790;YVELINES;78300
LA HAUTEVILLE;78113;YVELINES;78302
HERBEVILLE;78580;YVELINES;78305
HERMERAY;78125;YVELINES;78307
HOUDAN;78550;YVELINES;78310
HOUILLES;78800;YVELINES;78311
ISSOU;78440;YVELINES;78314
JAMBVILLE;78440;YVELINES;78317
JEUFOSSE;78270;YVELINES;78320
JOUARS PONTCHARTRAIN;78760;YVELINES;78321
JOUY EN JOSAS;78350;YVELINES;78322
JOUY MAUVOISIN;78200;YVELINES;78324
JUMEAUVILLE;78580;YVELINES;78325
JUZIERS;78820;YVELINES;78327
LAINVILLE;78440;YVELINES;78329
LEVIS ST NOM;78320;YVELINES;78334
LIMAY;78520;YVELINES;78335
LIMETZ VILLEZ;78270;YVELINES;78337
LES LOGES EN JOSAS;78350;YVELINES;78343
LOMMOYE;78270;YVELINES;78344
LONGNES;78980;YVELINES;78346
LONGVILLIERS;78730;YVELINES;78349
LOUVECIENNES;78430;YVELINES;78350
MAGNANVILLE;78200;YVELINES;78354
MAGNY LES HAMEAUX;78114;YVELINES;78356
MAINCOURT SUR YVETTE;78720;YVELINES;78357
MAISONS LAFFITTE;78600;YVELINES;78358
MANTES LA JOLIE;78200;YVELINES;78361
MANTES LA VILLE;78200;YVELINES;78362
MARCQ;78770;YVELINES;78364
MAREIL LE GUYON;78490;YVELINES;78366
MAREIL MARLY;78750;YVELINES;78367
MAREIL SUR MAULDRE;78124;YVELINES;78368
MARLY LE ROI;78160;YVELINES;78372
MAULE;78580;YVELINES;78380
MAULETTE;78550;YVELINES;78381
MAURECOURT;78780;YVELINES;78382
MAUREPAS;78310;YVELINES;78383
MEDAN;78670;YVELINES;78384
MENERVILLE;78200;YVELINES;78385
MERE;78490;YVELINES;78389
MERICOURT;78270;YVELINES;78391
MESNIL LE ROI;78600;YVELINES;78396
LE MESNIL ST DENIS;78320;YVELINES;78397
LES MESNULS;78490;YVELINES;78398
MEULAN;78250;YVELINES;78401
MEZIERES SUR SEINE;78970;YVELINES;78402
MEZY SUR SEINE;78250;YVELINES;78403
MILLEMONT;78940;YVELINES;78404
MILON LA CHAPELLE;78470;YVELINES;78406
MITTAINVILLE;78125;YVELINES;78407
MOISSON;78840;YVELINES;78410
MONDREVILLE;78980;YVELINES;78413
MONTAINVILLE;78124;YVELINES;78415
MONTALET LE BOIS;78440;YVELINES;78416
MONTCHAUVET;78790;YVELINES;78417
MONTESSON;78360;YVELINES;78418
MONTFORT L AMAURY;78490;YVELINES;78420
MONTIGNY LE BRETONNEUX;78180;YVELINES;78423
MORAINVILLIERS;78630;YVELINES;78431
MOUSSEAUX SUR SEINE;78270;YVELINES;78437
MULCENT;78790;YVELINES;78439
LES MUREAUX;78130;YVELINES;78440
NEAUPHLE LE CHATEAU;78640;YVELINES;78442
NEAUPHLE LE VIEUX;78640;YVELINES;78443
NEAUPHLETTE;78980;YVELINES;78444
NEZEL;78410;YVELINES;78451
NOISY LE ROI;78590;YVELINES;78455
OINVILLE SUR MONTCIENT;78250;YVELINES;78460
ORCEMONT;78125;YVELINES;78464
ORGERUS;78910;YVELINES;78465
ORGEVAL;78630;YVELINES;78466
ORPHIN;78125;YVELINES;78470
ORSONVILLE;78660;YVELINES;78472
ORVILLIERS;78910;YVELINES;78474
OSMOY;78910;YVELINES;78475
PARAY DOUAVILLE;78660;YVELINES;78478
LE PECQ;78230;YVELINES;78481
PERDREAUVILLE;78200;YVELINES;78484
LE PERRAY EN YVELINES;78610;YVELINES;78486
PLAISIR;78370;YVELINES;78490
POIGNY LA FORET;78125;YVELINES;78497
POISSY;78300;YVELINES;78498
PONTHEVRARD;78730;YVELINES;78499
PORCHEVILLE;78440;YVELINES;78501
LE PORT MARLY;78560;YVELINES;78502
PORT VILLEZ;78270;YVELINES;78503
PRUNAY LE TEMPLE;78910;YVELINES;78505
PRUNAY EN YVELINES;78660;YVELINES;78506
LA QUEUE LES YVELINES;78940;YVELINES;78513
RAIZEUX;78125;YVELINES;78516
RAMBOUILLET;78120;YVELINES;78517
RENNEMOULIN;78590;YVELINES;78518
RICHEBOURG;78550;YVELINES;78520
ROCHEFORT EN YVELINES;78730;YVELINES;78522
ROCQUENCOURT;78150;YVELINES;78524
ROLLEBOISE;78270;YVELINES;78528
ROSAY;78790;YVELINES;78530
ROSNY SUR SEINE;78710;YVELINES;78531
SAILLY;78440;YVELINES;78536
ST ARNOULT EN YVELINES;78730;YVELINES;78537
ST CYR L ECOLE;78210;YVELINES;78545
ST FORGET;78720;YVELINES;78548
ST GERMAIN DE LA GRANGE;78640;YVELINES;78550
ST GERMAIN EN LAYE;78100;YVELINES;78551
ST HILARION;78125;YVELINES;78557
ST ILLIERS LA VILLE;78980;YVELINES;78558
ST ILLIERS LE BOIS;78980;YVELINES;78559
ST LAMBERT;78470;YVELINES;78561
ST LEGER EN YVELINES;78610;YVELINES;78562
ST MARTIN BRETHENCOURT;78660;YVELINES;78564
ST MARTIN DES CHAMPS;78790;YVELINES;78565
ST MARTIN LA GARENNE;78520;YVELINES;78567
STE MESME;78730;YVELINES;78569
ST NOM LA BRETECHE;78860;YVELINES;78571
ST REMY LES CHEVREUSE;78470;YVELINES;78575
ST REMY L HONORE;78690;YVELINES;78576
SARTROUVILLE;78500;YVELINES;78586
SAULX MARCHAIS;78650;YVELINES;78588
SENLISSE;78720;YVELINES;78590
SEPTEUIL;78790;YVELINES;78591
SOINDRES;78200;YVELINES;78597
SONCHAMP;78120;YVELINES;78601
TACOIGNIERES;78910;YVELINES;78605
LE TARTRE GAUDRAN;78113;YVELINES;78606
LE TERTRE ST DENIS;78980;YVELINES;78608
TESSANCOURT SUR AUBETTE;78250;YVELINES;78609
THIVERVAL GRIGNON;78850;YVELINES;78615
THOIRY;78770;YVELINES;78616
TILLY;78790;YVELINES;78618
TOUSSUS LE NOBLE;78117;YVELINES;78620
TRAPPES;78190;YVELINES;78621
LE TREMBLAY SUR MAULDRE;78490;YVELINES;78623
TRIEL SUR SEINE;78510;YVELINES;78624
VAUX SUR SEINE;78740;YVELINES;78638
VELIZY VILLACOUBLAY;78140;YVELINES;78640
VERNEUIL SUR SEINE;78480;YVELINES;78642
VERNOUILLET;78540;YVELINES;78643
LA VERRIERE;78320;YVELINES;78644
VERSAILLES;78000;YVELINES;78646
VERT;78930;YVELINES;78647
LE VESINET;78110;YVELINES;78650
VICQ;78490;YVELINES;78653
VIEILLE EGLISE YVELINES;78125;YVELINES;78655
LA VILLENEUVE EN CHEVRIE;78270;YVELINES;78668
VILLENNES SUR SEINE;78670;YVELINES;78672
VILLEPREUX;78450;YVELINES;78674
VILLETTE;78930;YVELINES;78677
VILLIERS LE MAHIEU;78770;YVELINES;78681
VILLIERS ST FREDERIC;78640;YVELINES;78683
VIROFLAY;78220;YVELINES;78686
VOISINS LE BRETONNEUX;78960;YVELINES;78688
CRESSELY;78114;YVELINES;78901
MARSINVAL;78540;YVELINES;78902
VAL DES QUATRE PIGNONS;78650;YVELINES;78903
LA MALADRERIE;78300;YVELINES;78904
HAUTIL;78510;YVELINES;78905
CHEVERCHEMONT;78510;YVELINES;78906
DENOUVAL;78570;YVELINES;78907
LES GRESILLONS;78955;YVELINES;78908
LA BRETECHE;78860;YVELINES;78910
MONTVAL;78160;YVELINES;78911
CARRIERES SOUS BOIS;78600;YVELINES;78912
BOUVIERS;78280;YVELINES;78913
VILLAROY;78280;YVELINES;78914
PARLY;78150;YVELINES;78915
RHODON;78470;YVELINES;78917
LA MALADRERIE;78650;YVELINES;78918
ELISABETHVILLE;78410;YVELINES;78919
ST HUBERT LE ROI;78690;YVELINES;78920
THIONVILLE SUR OPTON;78550;YVELINES;78921
L ABSIE;79240;DEUX SEVRES;79001
ADILLY;79200;DEUX SEVRES;79002
AIFFRES;79230;DEUX SEVRES;79003
AIGONNAY;79370;DEUX SEVRES;79004
AIRVAULT;79600;DEUX SEVRES;79005
LES ALLEUDS;79190;DEUX SEVRES;79006
ALLONNE;79130;DEUX SEVRES;79007
AMAILLOUX;79350;DEUX SEVRES;79008
AMURE;79210;DEUX SEVRES;79009
ARCAIS;79210;DEUX SEVRES;79010
ARDILLEUX;79110;DEUX SEVRES;79011
ARDIN;79160;DEUX SEVRES;79012
ARGENTON CHATEAU;79150;DEUX SEVRES;79013
ARGENTON L EGLISE;79290;DEUX SEVRES;79014
ASNIERES EN POITOU;79170;DEUX SEVRES;79015
ASSAIS LES JUMEAUX;79600;DEUX SEVRES;79016
LES AUBIERS;79250;DEUX SEVRES;79017
AUBIGNE;79110;DEUX SEVRES;79018
AUBIGNY;79390;DEUX SEVRES;79019
AUGE;79400;DEUX SEVRES;79020
AVAILLES SUR CHIZE;79170;DEUX SEVRES;79021
AVAILLES THOUARSAIS;79600;DEUX SEVRES;79022
AVON;79800;DEUX SEVRES;79023
AZAY LE BRULE;79400;DEUX SEVRES;79024
AZAY SUR THOUET;79130;DEUX SEVRES;79025
BAGNEUX;79290;DEUX SEVRES;79026
LA BATAILLE;79110;DEUX SEVRES;79027
BEAULIEU SOUS BRESSUIRE;79300;DEUX SEVRES;79028
BEAULIEU SOUS PARTHENAY;79420;DEUX SEVRES;79029
BEAUSSAIS;79370;DEUX SEVRES;79030
BEAUVOIR SUR NIORT;79360;DEUX SEVRES;79031
BECELEUF;79160;DEUX SEVRES;79032
BELLEVILLE;79360;DEUX SEVRES;79033
BESSINES;79000;DEUX SEVRES;79034
LE BEUGNON;79130;DEUX SEVRES;79035
BILAZAIS;79100;DEUX SEVRES;79036
BOESSE;79150;DEUX SEVRES;79037
BOISME;79300;DEUX SEVRES;79038
BOISSEROLLES;79360;DEUX SEVRES;79039
LA BOISSIERE EN GATINE;79310;DEUX SEVRES;79040
BORCQ SUR AIRVAULT;79600;DEUX SEVRES;79041
BOUGON;79800;DEUX SEVRES;79042
BOUILLE LORETZ;79290;DEUX SEVRES;79043
BOUILLE ST PAUL;79290;DEUX SEVRES;79044
BOUIN;79110;DEUX SEVRES;79045
LE BOURDET;79210;DEUX SEVRES;79046
BOUSSAIS;79600;DEUX SEVRES;79047
LA CRECHE;79260;DEUX SEVRES;79048
BRESSUIRE;79300;DEUX SEVRES;79049
BRETIGNOLLES;79140;DEUX SEVRES;79050
LE BREUIL BERNARD;79320;DEUX SEVRES;79051
BREUIL CHAUSSEE;79300;DEUX SEVRES;79052
LE BREUIL SOUS ARGENTON;79150;DEUX SEVRES;79053
BRIE;79100;DEUX SEVRES;79054
BRIEUIL SUR CHIZE;79170;DEUX SEVRES;79055
BRION PRES THOUET;79290;DEUX SEVRES;79056
BRIOUX SUR BOUTONNE;79170;DEUX SEVRES;79057
BRULAIN;79230;DEUX SEVRES;79058
LE BUSSEAU;79240;DEUX SEVRES;79059
CAUNAY;79190;DEUX SEVRES;79060
CELLES SUR BELLE;79370;DEUX SEVRES;79061
CERIZAY;79140;DEUX SEVRES;79062
CERSAY;79290;DEUX SEVRES;79063
CHAIL;79500;DEUX SEVRES;79064
CHAMBROUTET;79300;DEUX SEVRES;79065
CHAMPDENIERS ST DENIS;79220;DEUX SEVRES;79066
CHAMPEAUX;79220;DEUX SEVRES;79067
CHANTECORPS;79340;DEUX SEVRES;79068
CHANTELOUP;79320;DEUX SEVRES;79069
